0964MX,-1,EA,2ZD8451990,oracle
0963MX,-1,EA,2ZD8451990,oracle
1019MX,-2,EA,2ZD8451990,oracle
0065MX,-1,EA,2ZD8451990,oracle
0884MX,-1,EA,2T23011420,oracle
1610MX,-2,EA,2T23011420,oracle
2555MX,-1,EA,2T23011420,oracle
0831MX,-2,EA,2T23011420,oracle
1841MX,-1,EA,2T23011420,oracle
4004MX,-3,EA,2T23011420,oracle
0064MX,-2,EA,2T23011420,oracle
1188MX,-2,EA,2T23011420,oracle
1065MX,-1,EA,2T23011420,oracle
0085MX,-1,EA,2T23011420,oracle
1094MX,-3,EA,2T23011420,oracle
0370MX,-2,EA,2T23011420,oracle
3123MX,-4,EA,2T23011420,oracle
2864MX,-1,EA,2T23011420,oracle
3100MX,-1,EA,2T23011420,oracle
1019MX,-9,EA,2T23011420,oracle
N487MX,-1,EA,2ZD8452490,oracle
1926MX,-1,EA,2ZD8452490,oracle
2631MX,-1,EA,2ZD8452490,oracle
4002MX,-1,EA,2ZD8452490,oracle
0413MX,-1,EA,2ZD8452490,oracle
9947MX,-10,EA,2ZD8452490,oracle
3525MX,-1,EA,2ZD8452490,oracle
1065MX,-1,EA,2ZD8452490,oracle
0565MX,-1,EA,2ZD8452490,oracle
3100MX,-1,EA,2ZD8452490,oracle
0963MX,-1,EA,2ZD8450681,oracle
4004MX,-1,EA,2ZD8450681,oracle
1019MX,-1,EA,2ZD8450681,oracle
1926MX,-1,EA,2ZD8450615,oracle
2631MX,-1,EA,2ZD8450615,oracle
4007MX,-1,EA,2ZD8450615,oracle
0085MX,-1,EA,2ZD8450615,oracle
0065MX,-1,EA,2ZD8450615,oracle
1610MX,-1,EA,2ZD8449159,oracle
2648MX,-1,EA,2ZD8449159,oracle
1829MX,-1,EA,2ZD8449159,oracle
2131MX,-2,EA,2ZD8449159,oracle
1926MX,-1,EA,2ZD8449159,oracle
2364MX,-1,EA,2ZD8449159,oracle
0831MX,-2,EA,2ZD8449159,oracle
1428MX,-1,EA,2ZD8449159,oracle
1061MX,-1,EA,2ZD8449159,oracle
2631MX,-3,EA,2ZD8449159,oracle
0964MX,-1,EA,2ZD8449159,oracle
4002MX,-1,EA,2ZD8449159,oracle
4007MX,-1,EA,2ZD8449159,oracle
3146MX,-1,EA,2ZD8449159,oracle
0064MX,-2,EA,2ZD8449159,oracle
3525MX,-2,EA,2ZD8449159,oracle
1065MX,-2,EA,2ZD8449159,oracle
0085MX,-3,EA,2ZD8449159,oracle
1094MX,-1,EA,2ZD8449159,oracle
3123MX,-1,EA,2ZD8449159,oracle
0032MX,-1,EA,2ZD8449159,oracle
3100MX,-1,EA,2ZD8449159,oracle
1019MX,-2,EA,2ZD8449159,oracle
1155MX,-1,EA,2ZD8449159,oracle
0077MX,-2,EA,2ZD8449159,oracle
0065MX,-2,EA,2ZD8449159,oracle
690095,-1,EA,2T23018362,oracle
1926MX,-1,EA,2T23018362,oracle
298A,-1,EA,2T23018362,oracle
0922MX,-1,EA,2T23018362,oracle
0963MX,-1,EA,2T23018362,oracle
4011MX,-1,EA,2T23018362,oracle
3119MX,-1,EA,2T23018362,oracle
9947MX,-1,EA,2T23018362,oracle
0085MX,-1,EA,2T23018362,oracle
0370MX,-1,EA,2T23018362,oracle
600017,-1,EA,2T23018362,oracle
8504MX,-1,EA,2T23018362,oracle
7056MX,-1,EA,2T23018362,oracle
1155MX,-1,EA,2T23018362,oracle
