690095,-1,EA,2T23034759,ORACLE
298A,-1,EA,2T23034759,ORACLE
0963MX,-1,EA,2T23034759,ORACLE
4000MX,-1,EA,2T23034759,ORACLE
9947MX,-1,EA,2T23034759,ORACLE
600017,-1,EA,2T23034759,ORACLE
8504MX,-1,EA,2T23034759,ORACLE
7056MX,-1,EA,2T23034759,ORACLE
1019MX,-1,EA,2T23034759,ORACLE
690095,-1,EA,2T23034670,ORACLE
298A,-1,EA,2T23034670,ORACLE
0963MX,-1,EA,2T23034670,ORACLE
4000MX,-1,EA,2T23034670,ORACLE
9947MX,-1,EA,2T23034670,ORACLE
600017,-1,EA,2T23034670,ORACLE
8504MX,-1,EA,2T23034670,ORACLE
7056MX,-1,EA,2T23034670,ORACLE
690095,-2,EA,2T23034235,ORACLE
298A,-2,EA,2T23034235,ORACLE
2631MX,-2,EA,2T23034235,ORACLE
0963MX,-2,EA,2T23034235,ORACLE
0940MX,-2,EA,2T23034235,ORACLE
4011MX,-2,EA,2T23034235,ORACLE
4002MX,-1,EA,2T23034235,ORACLE
4000MX,-2,EA,2T23034235,ORACLE
4000MX,-3,EA,2T23034235,ORACLE
9947MX,-2,EA,2T23034235,ORACLE
1188MX,-1,EA,2T23034235,ORACLE
600017,-2,EA,2T23034235,ORACLE
8504MX,-2,EA,2T23034235,ORACLE
7056MX,-2,EA,2T23034235,ORACLE
0032MX,-1,EA,2T23034235,ORACLE
3100MX,-2,EA,2T23034235,ORACLE
1019MX,-1,EA,2T23034235,ORACLE
0065MX,-2,EA,2T23034235,ORACLE
0831MX,-1,EA,2ZD8469529,ORACLE
0364MX,-1,EA,2ZD8469529,ORACLE
3119MX,-1,EA,2ZD8469529,ORACLE
1065MX,-1,EA,2ZD8469529,ORACLE
2864MX,-1,EA,2ZD8469529,ORACLE
3100MX,-1,EA,2ZD8469529,ORACLE
690095,-1,EA,2ZD8471870,ORACLE
298A,-1,EA,2ZD8471870,ORACLE
298A,-20,EA,2ZD8471870,ORACLE
0963MX,-1,EA,2ZD8471870,ORACLE
4011MX,-1,EA,2ZD8471870,ORACLE
0899MX,-1,EA,2ZD8471870,ORACLE
0767MX,-2,EA,2ZD8471870,ORACLE
0766MX,-2,EA,2ZD8471870,ORACLE
4000MX,-1,EA,2ZD8471870,ORACLE
9947MX,-1,EA,2ZD8471870,ORACLE
600017,-1,EA,2ZD8471870,ORACLE
8504MX,-1,EA,2ZD8471870,ORACLE
7056MX,-1,EA,2ZD8471870,ORACLE
0884MX,-2,EA,2ZD8470406,ORACLE
0774MX,-1,EA,2ZD8470406,ORACLE
4008MX,-2,EA,2ZD8470406,ORACLE
4000MX,-6,EA,2ZD8470406,ORACLE
0366MX,-1,EA,2ZD8470406,ORACLE
3119MX,-1,EA,2ZD8470406,ORACLE
1065MX,-2,EA,2ZD8470406,ORACLE
2648MX,-1,EA,2T23034388,ORACLE
1065MX,-1,EA,2T23034388,ORACLE
2864MX,-1,EA,2T23034388,ORACLE
0884MX,-1,EA,2T23022211,ORACLE
2555MX,-1,EA,2T23022211,ORACLE
0963MX,-2,EA,2T23022211,ORACLE
0772MX,-1,EA,2T23022211,ORACLE
4002MX,-1,EA,2T23022211,ORACLE
1019MX,-2,EA,2T23022211,ORACLE
2631MX,-1,EA,2ZD8478467,ORACLE
0768MX,-1,EA,2ZD8478467,ORACLE
0767MX,-3,EA,2ZD8478467,ORACLE
0772MX,-1,EA,2ZD8478467,ORACLE
3119MX,-1,EA,2ZD8478467,ORACLE
0064MX,-1,EA,2ZD8478467,ORACLE
1019MX,-1,EA,2ZD8478467,ORACLE
690095,-1,EA,2T23034265,ORACLE
298A,-1,EA,2T23034265,ORACLE
0963MX,-1,EA,2T23034265,ORACLE
4000MX,-1,EA,2T23034265,ORACLE
9947MX,-1,EA,2T23034265,ORACLE
600017,-1,EA,2T23034265,ORACLE
8504MX,-1,EA,2T23034265,ORACLE
7056MX,-1,EA,2T23034265,ORACLE
0884MX,-1,EA,2ZD8450090,ORACLE
0831MX,-1,EA,2ZD8450090,ORACLE
1841MX,-1,EA,2ZD8450090,ORACLE
1610MX,-1,EA,2ZD8474890,ORACLE
2131MX,-2,EA,2ZD8474890,ORACLE
0964MX,-1,EA,2ZD8474890,ORACLE
4000MX,-2,EA,2ZD8474890,ORACLE
0364MX,-1,EA,2ZD8474890,ORACLE
0085MX,-2,EA,2ZD8474890,ORACLE
1019MX,-1,EA,2ZD8474890,ORACLE
417UMX,-3,EA,2ZD8465583,ORACLE
0884MX,-1,EA,2T23016158,ORACLE
1926MX,-1,EA,2T23016158,ORACLE
0963MX,-1,EA,2T23016158,ORACLE
0079MX,-1,EA,2T23016158,ORACLE
0065MX,-1,EA,2T23016158,ORACLE
2131MX,-1,EA,50H2989575,ORACLE
2555MX,-1,EA,50H2989575,ORACLE
0940MX,-1,EA,50H2989575,ORACLE
4002MX,-1,EA,50H2989575,ORACLE
3146MX,-2,EA,50H2989575,ORACLE
1188MX,-1,EA,50H2989575,ORACLE
3175MX,-1,EA,50H2989575,ORACLE
3115MX,-1,EA,50H2989575,ORACLE
690095,-1,EA,2ZD8471044,ORACLE
0884MX,-1,EA,2ZD8471044,ORACLE
298A,-1,EA,2ZD8471044,ORACLE
1061MX,-1,EA,2ZD8471044,ORACLE
0963MX,-1,EA,2ZD8471044,ORACLE
4011MX,-1,EA,2ZD8471044,ORACLE
4008MX,-1,EA,2ZD8471044,ORACLE
4000MX,-1,EA,2ZD8471044,ORACLE
0064MX,-2,EA,2ZD8471044,ORACLE
9947MX,-1,EA,2ZD8471044,ORACLE
1094MX,-2,EA,2ZD8471044,ORACLE
3123MX,-1,EA,2ZD8471044,ORACLE
600017,-1,EA,2ZD8471044,ORACLE
8504MX,-1,EA,2ZD8471044,ORACLE
7056MX,-1,EA,2ZD8471044,ORACLE
1019MX,-2,EA,2ZD8471044,ORACLE
0065MX,-1,EA,2ZD8471044,ORACLE
3115MX,-1,EA,2ZD8471044,ORACLE
1610MX,-2,EA,2ZD8475998,ORACLE
1829MX,-1,EA,2ZD8475998,ORACLE
1926MX,-1,EA,2ZD8475998,ORACLE
2555MX,-1,EA,2ZD8475998,ORACLE
0831MX,-1,EA,2ZD8475998,ORACLE
2374MX,-1,EA,2ZD8475998,ORACLE
0770MX,-1,EA,2ZD8475998,ORACLE
4000MX,-1,EA,2ZD8475998,ORACLE
0064MX,-2,EA,2ZD8475998,ORACLE
2864MX,-1,EA,2ZD8475998,ORACLE
3189MX,-1,EA,2ZD8475998,ORACLE
3175MX,-1,EA,2ZD8475998,ORACLE
0884MX,-3,EA,2ZD8426262,ORACLE
2131MX,-10,EA,2ZD8426262,ORACLE
2374MX,-1,EA,2ZD8426262,ORACLE
0940MX,-2,EA,2ZD8426262,ORACLE
0899MX,-1,EA,2ZD8426262,ORACLE
0767MX,-1,EA,2ZD8426262,ORACLE
0766MX,-1,EA,2ZD8426262,ORACLE
4002MX,-2,EA,2ZD8426262,ORACLE
4007MX,-2,EA,2ZD8426262,ORACLE
4008MX,-2,EA,2ZD8426262,ORACLE
4004MX,-4,EA,2ZD8426262,ORACLE
4000MX,-4,EA,2ZD8426262,ORACLE
4001MX,-1,EA,2ZD8426262,ORACLE
1188MX,-2,EA,2ZD8426262,ORACLE
0899MX,-1,EA,2ZD8465400,ORACLE
0767MX,-1,EA,2ZD8465400,ORACLE
0413MX,-1,EA,2ZD8465400,ORACLE
690095,-1,EA,2T23032942,ORACLE
298A,-1,EA,2T23032942,ORACLE
0963MX,-1,EA,2T23032942,ORACLE
4000MX,-1,EA,2T23032942,ORACLE
9947MX,-1,EA,2T23032942,ORACLE
600017,-1,EA,2T23032942,ORACLE
8504MX,-1,EA,2T23032942,ORACLE
7056MX,-1,EA,2T23032942,ORACLE
0884MX,-1,EA,2ZD8451257,ORACLE
0940MX,-1,EA,2ZD8451257,ORACLE
1019MX,-2,EA,2ZD8451257,ORACLE
0963MX,-2,EA,2ZD8464943,ORACLE
4007MX,-1,EA,2ZD8464943,ORACLE
4004MX,-1,EA,2ZD8464943,ORACLE
4001MX,-1,EA,2ZD8464943,ORACLE
1065MX,-2,EA,2ZD8464943,ORACLE
0085MX,-3,EA,2ZD8464943,ORACLE
2648MX,-17,EA,2ZD8469057,ORACLE
1926MX,-17,EA,2ZD8469057,ORACLE
2555MX,-12,EA,2ZD8469057,ORACLE
0940MX,-7,EA,2ZD8469057,ORACLE
1094MX,-1,EA,2ZD8469057,ORACLE
2131MX,-8,EA,2ZD8466334,ORACLE
0922MX,-12,EA,2ZD8466334,ORACLE
690095,-1,EA,2T23032668,ORACLE
298A,-1,EA,2T23032668,ORACLE
0963MX,-1,EA,2T23032668,ORACLE
4000MX,-1,EA,2T23032668,ORACLE
9947MX,-1,EA,2T23032668,ORACLE
600017,-1,EA,2T23032668,ORACLE
8504MX,-1,EA,2T23032668,ORACLE
7056MX,-1,EA,2T23032668,ORACLE
1610MX,-5,EA,2ZD8474227,ORACLE
1065MX,-10,EA,2ZD8474227,ORACLE
1019MX,-20,EA,2ZD8474227,ORACLE
690095,-1,EA,2ZD8471303,ORACLE
298A,-1,EA,2ZD8471303,ORACLE
0963MX,-1,EA,2ZD8471303,ORACLE
4011MX,-1,EA,2ZD8471303,ORACLE
4000MX,-1,EA,2ZD8471303,ORACLE
9947MX,-1,EA,2ZD8471303,ORACLE
600017,-1,EA,2ZD8471303,ORACLE
8504MX,-1,EA,2ZD8471303,ORACLE
7056MX,-1,EA,2ZD8471303,ORACLE
0899MX,-1,EA,2ZD8479035,ORACLE
0773MX,-1,EA,2ZD8479035,ORACLE
0772MX,-1,EA,2ZD8479035,ORACLE
0766MX,-1,EA,2ZD8479035,ORACLE
1610MX,-1,EA,50H2989347,ORACLE
1926MX,-1,EA,50H2989347,ORACLE
0940MX,-1,EA,50H2989347,ORACLE
4000MX,-1,EA,50H2989347,ORACLE
3146MX,-1,EA,50H2989347,ORACLE
0085MX,-2,EA,50H2989347,ORACLE
0370MX,-1,EA,50H2989347,ORACLE
3123MX,-1,EA,50H2989347,ORACLE
0065MX,-1,EA,50H2989347,ORACLE
3115MX,-1,EA,50H2989347,ORACLE
4007MX,-1,EA,2T23028148,ORACLE
4001MX,-1,EA,2T23028148,ORACLE
690095,-1,EA,2T23031128,ORACLE
298A,-1,EA,2T23031128,ORACLE
0963MX,-1,EA,2T23031128,ORACLE
4011MX,-1,EA,2T23031128,ORACLE
0774MX,-1,EA,2T23031128,ORACLE
0899MX,-1,EA,2T23031128,ORACLE
4000MX,-1,EA,2T23031128,ORACLE
9947MX,-1,EA,2T23031128,ORACLE
600017,-1,EA,2T23031128,ORACLE
8504MX,-1,EA,2T23031128,ORACLE
7056MX,-1,EA,2T23031128,ORACLE
690095,-1,EA,2T23011675,ORACLE
1926MX,-1,EA,2T23011675,ORACLE
298A,-1,EA,2T23011675,ORACLE
0963MX,-1,EA,2T23011675,ORACLE
4011MX,-1,EA,2T23011675,ORACLE
