3175MX,-1,EA,2T23041774,oracle
0831MX,-1,EA,2ZD8437317,oracle
1841MX,-3,EA,2ZD8437317,oracle
4001MX,-3,EA,2ZD8437317,oracle
0366MX,-1,EA,2ZD8437317,oracle
0085MX,-1,EA,2ZD8437317,oracle
3176MX,-1,EA,2ZD8437317,oracle
0065MX,-1,EA,2ZD8437317,oracle
0884MX,-1,EA,2T23041473,oracle
1926MX,-3,EA,2T23041473,oracle
4000MX,-1,EA,2T23041473,oracle
1188MX,-1,EA,2T23041473,oracle
0565MX,-1,EA,2T23041473,oracle
0884MX,-2,EA,2T23041455,oracle
1829MX,-2,EA,2T23041455,oracle
1926MX,-6,EA,2T23041455,oracle
1473MX,-1,EA,2T23041455,oracle
0922MX,-2,EA,2T23041455,oracle
4000MX,-2,EA,2T23041455,oracle
3119MX,-2,EA,2T23041455,oracle
2792MX,-1,EA,2T23041455,oracle
1095MX,-6,EA,2T23041455,oracle
1188MX,-2,EA,2T23041455,oracle
2864MX,-2,EA,2T23041455,oracle
2131MX,-1,EA,2ZD8449536,oracle
0963MX,-2,EA,2ZD8449536,oracle
0085MX,-1,EA,2ZD8449536,oracle
0773MX,-1,EA,2T23034595,oracle
0766MX,-1,EA,2T23034595,oracle
0771MX,-1,EA,2ZD8466696,oracle
0768MX,-2,EA,2ZD8466696,oracle
0899MX,-1,EA,2ZD8466696,oracle
0765MX,-2,EA,2ZD8466696,oracle
0884MX,-1,EA,2ZD8480078,oracle
2648MX,-1,EA,2ZD8480078,oracle
1829MX,-2,EA,2ZD8480078,oracle
2131MX,-2,EA,2ZD8480078,oracle
0831MX,-1,EA,2ZD8480078,oracle
4001MX,-1,EA,2ZD8480078,oracle
3119MX,-2,EA,2ZD8480078,oracle
3146MX,-1,EA,2ZD8480078,oracle
0064MX,-2,EA,2ZD8480078,oracle
1188MX,-1,EA,2ZD8480078,oracle
2864MX,-1,EA,2ZD8480078,oracle
0032MX,-2,EA,2ZD8480078,oracle
0039MX,-1,EA,2ZD8480078,oracle
2631MX,-1,EA,2ZD8480395,oracle
0964MX,-1,EA,2ZD8480395,oracle
2864MX,-1,EA,2ZD8480395,oracle
0884MX,-4,EA,2ZD8472131,oracle
2648MX,-2,EA,2ZD8472131,oracle
2131MX,-2,EA,2ZD8472131,oracle
2555MX,-2,EA,2ZD8472131,oracle
2631MX,-3,EA,2ZD8472131,oracle
0922MX,-2,EA,2ZD8472131,oracle
0963MX,-3,EA,2ZD8472131,oracle
0940MX,-4,EA,2ZD8472131,oracle
0899MX,-1,EA,2ZD8472131,oracle
4002MX,-3,EA,2ZD8472131,oracle
4007MX,-2,EA,2ZD8472131,oracle
4004MX,-2,EA,2ZD8472131,oracle
4000MX,-8,EA,2ZD8472131,oracle
4001MX,-2,EA,2ZD8472131,oracle
0364MX,-3,EA,2ZD8472131,oracle
3525MX,-4,EA,2ZD8472131,oracle
0079MX,-1,EA,2ZD8472131,oracle
1065MX,-2,EA,2ZD8472131,oracle
0085MX,-3,EA,2ZD8472131,oracle
1094MX,-1,EA,2ZD8472131,oracle
0370MX,-3,EA,2ZD8472131,oracle
2864MX,-3,EA,2ZD8472131,oracle
1019MX,-6,EA,2ZD8472131,oracle
1155MX,-1,EA,2ZD8472131,oracle
3175MX,-1,EA,2ZD8472131,oracle
0077MX,-1,EA,2ZD8472131,oracle
690095,-1,EA,2T23041331,oracle
298A,-1,EA,2T23041331,oracle
0963MX,-1,EA,2T23041331,oracle
4000MX,-1,EA,2T23041331,oracle
9947MX,-1,EA,2T23041331,oracle
600017,-1,EA,2T23041331,oracle
8504MX,-1,EA,2T23041331,oracle
7056MX,-1,EA,2T23041331,oracle
1019MX,-1,EA,2T23041331,oracle
2648MX,-1,EA,2ZD8447827,oracle
1829MX,-1,EA,2ZD8447827,oracle
1841MX,-1,EA,2ZD8447827,oracle
4000MX,-1,EA,2ZD8447827,oracle
1019MX,-1,EA,2ZD8447827,oracle
2648MX,-1,EA,2ZD8474851,oracle
2131MX,-1,EA,2ZD8474851,oracle
2631MX,-1,EA,2ZD8474851,oracle
0940MX,-1,EA,2ZD8474851,oracle
4004MX,-1,EA,2ZD8474851,oracle
4000MX,-1,EA,2ZD8474851,oracle
4001MX,-1,EA,2ZD8474851,oracle
6495MX,-2,EA,2ZD8474851,oracle
2641MX,-1,EA,2ZD8474851,oracle
1019MX,-1,EA,2ZD8474851,oracle
3176MX,-1,EA,2ZD8474851,oracle
