1061MX,-2,EA,2ZD8463829,ORACLE
4001MX,-2,EA,2ZD8463829,ORACLE
1065MX,-2,EA,2ZD8463829,ORACLE
2864MX,-1,EA,2ZD8463829,ORACLE
3100MX,-1,EA,2ZD8463829,ORACLE
3175MX,-1,EA,2ZD8463829,ORACLE
0964MX,-1,EA,2ZD8459678,ORACLE
2644MX,-1,EA,2ZD8459678,ORACLE
4007MX,-1,EA,2ZD8459678,ORACLE
0085MX,-1,EA,2ZD8459678,ORACLE
1019MX,-1,EA,2ZD8459678,ORACLE
0884MX,-2,EA,2T23027095,ORACLE
2131MX,-5,EA,2T23027095,ORACLE
2555MX,-1,EA,2T23027095,ORACLE
0831MX,-1,EA,2T23027095,ORACLE
1061MX,-1,EA,2T23027095,ORACLE
0964MX,-1,EA,2T23027095,ORACLE
0940MX,-1,EA,2T23027095,ORACLE
4002MX,-1,EA,2T23027095,ORACLE
4007MX,-1,EA,2T23027095,ORACLE
4008MX,-1,EA,2T23027095,ORACLE
4004MX,-1,EA,2T23027095,ORACLE
4000MX,-2,EA,2T23027095,ORACLE
4001MX,-1,EA,2T23027095,ORACLE
0364MX,-1,EA,2T23027095,ORACLE
3119MX,-1,EA,2T23027095,ORACLE
1188MX,-3,EA,2T23027095,ORACLE
1065MX,-1,EA,2T23027095,ORACLE
0085MX,-5,EA,2T23027095,ORACLE
1019MX,-2,EA,2T23027095,ORACLE
3175MX,-3,EA,2T23027095,ORACLE
1610MX,-12,EA,2ZD8464570,ORACLE
2648MX,-1,EA,2ZD8462727,ORACLE
2555MX,-1,EA,2ZD8462727,ORACLE
0370MX,-2,EA,2ZD8462727,ORACLE
1155MX,-1,EA,2ZD8462727,ORACLE
1428MX,-1,EA,2ZD8457968,ORACLE
2631MX,-1,EA,2ZD8457968,ORACLE
0964MX,-1,EA,2ZD8457968,ORACLE
0940MX,-1,EA,2ZD8457968,ORACLE
4000MX,-1,EA,2ZD8457968,ORACLE
2641MX,-2,EA,2ZD8457968,ORACLE
1188MX,-1,EA,2ZD8457968,ORACLE
0085MX,-2,EA,2ZD8457968,ORACLE
1019MX,-2,EA,2ZD8457968,ORACLE
3176MX,-1,EA,2ZD8457968,ORACLE
0831MX,-1,EA,2ZD8463804,ORACLE
4000MX,-3,EA,2ZD8462627,ORACLE
0085MX,-2,EA,2ZD8462627,ORACLE
0831MX,-1,EA,2T23024607,ORACLE
1473MX,-1,EA,2T23024607,ORACLE
2631MX,-1,EA,2T23024607,ORACLE
4000MX,-1,EA,2T23024607,ORACLE
0085MX,-5,EA,2T23024607,ORACLE
1019MX,-1,EA,2T23024607,ORACLE
690095,-1,EA,2ZD8463658,ORACLE
298A,-1,EA,2ZD8463658,ORACLE
0963MX,-1,EA,2ZD8463658,ORACLE
4011MX,-1,EA,2ZD8463658,ORACLE
4000MX,-1,EA,2ZD8463658,ORACLE
9947MX,-1,EA,2ZD8463658,ORACLE
600017,-1,EA,2ZD8463658,ORACLE
8504MX,-1,EA,2ZD8463658,ORACLE
7056MX,-1,EA,2ZD8463658,ORACLE
1019MX,-1,EA,2ZD8463658,ORACLE
1926MX,-1,EA,2ZD8450321,ORACLE
2631MX,-1,EA,2ZD8450321,ORACLE
